language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description,context_section_description,index,image_path,Index
en,https://en.wikipedia.org/wiki/2008_United_States_Senate_elections,https://upload.wikimedia.org/wikipedia/commons/e/e9/Minnesota_Senate_2008_Polls.png,2008 United States Senate elections,Minnesota,2008 United States Senate elections / Minnesota,A graph of the polls from the 2008 Senate race in Minnesota,English: A graph of the polls from the 2008 Senate race in Minnesota,Opinion polls show Franken narrowing Coleman's lead after the primaries.,image/png,305,520,FALSE,TRUE,TRUE,"The 2008 United States Senate elections were held on November 4, 2008, with 35 of the 100 seats in the Senate being contested. Thirty-three seats were up for regular elections; the winners were eligible to serve six-year terms from January 3, 2009 to January 3, 2015, as members of Class 2. There were also two special elections, the winners of those seats would finish the terms that ended January 3, 2013.
The presidential election which was won by Democrat Barack Obama, elections for all House of Representatives seats, and several gubernatorial elections, as well as many state and local elections, occurred on the same date.
Going into these elections, the Senate consisted of 49 Democrats, 49 Republicans, and two Independents who caucused with the Democrats, giving the Democratic caucus the slightest 51-49 majority. Of the seats up for election in 2008, 23 were held by Republicans and 12 by Democrats. The Republicans, who openly conceded early on that they wouldn't be able to regain the majority in 2008, lost eight seats. Democratic candidates defeated Republican incumbents in Alaska, New Hampshire, North Carolina, Oregon, and after a lengthy recount process, Minnesota.","2007 year-end reports filed with the Federal Election Commission showed that Al Franken had raised $7.04 million through December 31, 2007 while Norm Coleman had raised $6.24 million. Year-end cash on hand was $6.04 million for Coleman and $3.10 million for Franken.
Note: The ±% column reflects the change in total number of votes won by each party from the previous election. Additionally, votes cast for Paul Wellstone in the 2002 election are not factored into the DFL's total from that year.
The 2008 U.S. Senate election in Minnesota featured first-term Republican incumbent senator Norm Coleman, Democrat Al Franken, a comedian and radio personality, and former U.S. senator Dean Barkley, a member of the Independence Party of Minnesota.
A December 2007 poll showed Coleman's approval rating among Minnesota voters at 53%. The seat was heavily targeted by the Democratic Senatorial Campaign Committee because of Minnesota's Democratic leanings and recent Democratic gains in national and statewide elections. These factors, coupled with a national political climate favorable to Democrats, made the Minnesota Senate race one of the most competitive and closely watched of the cycle.
Franken announced his candidacy on February 14, 2007, more than 20 months before the election. Jack Nelson-Pallmeyer, a professor at the University of St. Thomas (St. Paul, Minnesota), joined the race in October 2007. Attorney Mike Ciresi, an unsuccessful candidate in the 2000 Democratic U.S. Senate primary, was considered a serious candidate, but withdrew from the race on March 10, 2008, clearing the path for Franken to secure the party's nomination.
Barkley ran under the banner of the Independence Party, the largest third party in Minnesota. He was included in most of the debates and ultimately received 15% of the vote in the general election, a   of the vote in the general electionof the vote in the general electionstrong showing for an independent candidate. It is not clear whether Barkley detracted more votes from Coleman or Franken.
Polls over the course of the campaign indicated that the race was very competitive, with many polls showing Franken and Coleman virtually tied or within the margin of error, as well as several polls showing each candidate with a significant lead at one point or another. The presence of a serious third party candidate further complicated matters.
On November 4, 2008, Coleman received 1,211,590 votes to Franken's 1,211,375 votes, a margin of 215 votes, far less than 0.1%, thereby triggering an automatic recount. Barkley received 437,404 votes, about 15% of total votes cast.
On January 3, 2009, with the recount apparently completed, Franken had an unofficial lead of 225 votes, but former senator Coleman's attorneys contested the official results in the courts. In the meantime, Minnesota was represented by only one senator, Amy Klobuchar.
On April 13, 2009, a three-judge panel ruled that Al Franken received the most votes in Minnesota's 2008 Senate race and ruled against Coleman's claims on all counts. Coleman appealed this decision. On June 30, 2009, the Minnesota Supreme Court ruled unanimously that Al Franken received the most votes, and Norm Coleman conceded defeat after the ruling, allowing Al Franken to be Senator-elect of Minnesota. Franken was sworn in as Minnesota's junior senator on July 7.",19639,train-0-19639.png,19639
en,"https://en.wikipedia.org/wiki/Nash,_Buckinghamshire",https://upload.wikimedia.org/wikipedia/commons/7/71/Nash_Occupational_Structure_1881.png,"Nash, Buckinghamshire",Economy,"Nash, Buckinghamshire / Economy",The Occupational Structure of Nash as shown by the Census of 1881.,English: The Occupational Structure of Nash as shown by the Census of 1881.,,image/png,598,752,FALSE,TRUE,FALSE,"Nash is a village and also a civil parish within Aylesbury Vale district in Buckinghamshire, England. It is in the north of the county, about 5 miles south-west of Milton Keynes and 4 miles east of Buckingham. According to the 2011 census, the population total of Nash was 417.","Of the 212 members of the population in employment, the majority appear to commute to work, with some of the highest employing industries including 'Wholesale and Retail Trade; Repair of Motor Vehicles and Motor Cycles' (18.9%) and 'Manufacturing' (9.4%), neither of which take place within the village. Other sectors with high levels of employment include 'Professional, Scientific and Technical Activities' (13.2%) and 'Education' (12.7%).
This contrasts greatly from some of the traditional industries which were previously common in the village. In 1881, the main industries of the parish were agriculture (40% of the population), and textiles (31% of the population).",20101,train-0-20101.png,20101
en,https://en.wikipedia.org/wiki/Bootstrapping_populations,https://upload.wikimedia.org/wikipedia/commons/6/65/Unicdf.png,Bootstrapping populations,Algorithm,Bootstrapping populations / Algorithm,"Cumulative distribution function of the parameter A of a uniform continuous random variable when statistic 
  
    
      
        
          s
          
            A
          
        
        =
        9.91
      
    
    {\displaystyle s_{A}=9.91}",English: Cumulative distribution function of the parameter A of a uniform continuous random variable,,image/png,191,231,FALSE,TRUE,FALSE,"Starting with a sample observed from a random variable X having a given distribution law with a set of non fixed parameters which we denote with a vector, a parametric inference problem consists of computing suitable values – call them estimates – of these parameters precisely on the basis of the sample. An estimate is suitable if replacing it with the unknown parameter does not cause major damage in next computations. In Algorithmic inference, suitability of an estimate reads in terms of compatibility with the observed sample.
In this framework, resampling methods are aimed at generating a set of candidate values to replace the unknown parameters that we read as compatible replicas of them. They represent a population of specifications of a random vector compatible with an observed sample, where the compatibility of its values has the properties of a probability distribution. By plugging parameters into the expression of the questioned distribution law, we bootstrap entire populations of random variables compatible with the observed sample.","You may easily see from a table of sufficient statistics that we obtain the curve in the picture on the left by computing the empirical distribution (2) on the population obtained through the above algorithm when: i) X is an Exponential random variable, ii) , and 
,
and the curve in the picture on the right when: i)  X is a Uniform random variable in , ii) , and 
.",21824,train-0-21824.png,21824
en,https://en.wikipedia.org/wiki/Angus_Maddison_statistics_of_the_ten_largest_economies_by_GDP_(PPP),https://upload.wikimedia.org/wikipedia/commons/9/9b/1_AD_to_2008_AD_trends_in_%25_GDP_contribution_by_major_economies_of_the_world.png,Angus Maddison statistics of the ten largest economies by GDP (PPP),,Angus Maddison statistics of the ten largest economies by GDP (PPP),The global contribution to world's GDP by major economies from 1 AD to 2008 AD according to Angus Maddison's estimates.[1],"English: This map shows the evolution of major economies over two millennia, in terms of percent GDP contribution by each major economy over history. The chart plots the data from the published tables of Angus Maddison as of 2010. The %GDP of Western Europe in the chart is the region in Europe that includes the following modern countries - the UK, France, Germany, Italy, Belgium, Switzerland, Denmark, Finland, Sweden, Norway, Netherlands, Portugal, Spain and other smaller states in the Western part of Europe. The %GDP of Middle East in the chart is the region in West Asia and Northeast Africa that includes the following modern countries - Egypt, Israel, the Palestinian Territories, Lebanon, Syria, Turkey, Jordan, Saudi Arabia, Qatar, Bahrain, Kuwait, UAE, Oman, Yemen, Iran, Iraq and others in the Arabian region. Data Source: Tables of Prof. Angus Maddison, which can be downloaded in a spreadsheet from here. The data for the first 2003 years (1-2003 AD) are in the table of hardcopy version here: Maddison A (2007), Contours of the World Economy I-2030AD, Oxford University Press, ISBN&#160;978-0199227204 The data can also be viewed in a different graph here, as prepared by Ken Henry (Secretary to the Treasury, Australian Government, 18 May 2010).",,image/png,6562,9606,FALSE,TRUE,FALSE,This historical list of the ten largest countries by GDP compiled by British economist Angus Maddison shows how much the membership and rankings of the world's ten largest economies has changed.,This historical list of the ten largest countries by GDP compiled by British economist Angus Maddison shows how much the membership and rankings of the world's ten largest economies has changed.,22851,train-0-22851.png,22851
en,https://en.wikipedia.org/wiki/Public_research_and_development,https://upload.wikimedia.org/wikipedia/commons/9/9c/Fig.1_Public_and_business_R%26D-_2008-2015.png,Public research and development,,Public research and development,This figure is made according to the survey of National Science Foundation is U.S.,English: This figure is made according to the survey of National Science Foundation is U.S.,,image/png,607,1063,FALSE,TRUE,FALSE,"Public research and development refers to the R&D activities related to public sectors, including governments, colleges and non-profit organizations. Public R&D include academic fundamental research, applied research and R&D grants and contracts to private sectors, where later two are known as 'R&D subsidy'. Public R&D could be understood as a funder or a performer of an R&D activity. According to National Science Foundation in U.S., in 2015, R&D expenditures performed by federal governments, local governments, colleges and non-profit organizations are 54, 0.6, 64, and 20 billions of dollars, respectively. Meanwhile, industries perform R&D expenditures of 356 billion dollars. Moreover, R&D expenditures funded by federal governments, local governments, colleges and non-profit organizations are 121, 4.3, 17, and 19 billions of dollars, respectively. R&D expenditures funded by industries are 333 billion dollars. In terms of R&D funders, public R&D to private R&D ratio is about 0.5.","Public research and development (Public R&D) refers to the R&D activities related to public sectors, including governments, colleges and non-profit organizations. Public R&D include academic fundamental research, applied research and R&D grants and contracts to private sectors, where later two are known as 'R&D subsidy'. Public R&D could be understood as a funder or a performer of an R&D activity. According to National Science Foundation in U.S., in 2015, R&D expenditures performed by federal governments, local governments, colleges and non-profit organizations are 54, 0.6, 64, and 20 billions of dollars, respectively. Meanwhile, industries perform R&D expenditures of 356 billion dollars. Moreover, R&D expenditures funded by federal governments, local governments, colleges and non-profit organizations are 121, 4.3, 17, and 19 billions of dollars, respectively. R&D expenditures funded by industries are 333 billion dollars. In terms of R&D funders, public R&D to private R&D ratio is about 0.5.",23037,train-0-23037.png,23037
en,"https://en.wikipedia.org/wiki/Montmartre,_Saskatchewan",https://upload.wikimedia.org/wikipedia/commons/3/34/Family_types_in_Montmartre_Village_.jpg,"Montmartre, Saskatchewan",Population characteristics,"Montmartre, Saskatchewan / Demographics / Population characteristics",Family types in Montmartre 2011,English: Family types in Monmartre Village,,image/jpeg,293,485,FALSE,TRUE,FALSE,"Montmartre is a village in the Canadian province of Saskatchewan within the Rural Municipality of Montmartre No. 126 and Census Division No. 6. It is 91 km east of the City of Regina on Highway 48.
It is located in the provincial electoral district of Moosomin and the federal electoral district Wascana.","Montmartre was founded in the District of Assiniboia of the North West Territories of Canada, an area that is today in the province of Saskatchewan. The first family who settled at Montmartre was the Auguste M.D. de Trémaudan family.

In 1893, the first small group that took up land in the district was the French Catholics. They came from France and chose to name their settlement Montmartre which means ""mountain of the martyrs."" Between 1893 and 1903 more French settlers, including French Canadians settled in Montmartre. Ukrainians, Poles, Germans, Scots, Irish, and English also settled at the district. In 1893, the population of the village were French and Ukrainian.
In 1901, the Canadian Census in the district of Montmartre was listed as having 20 houses with 22 families and origins of these 95 people as: 1 English, 80 French,10 Belgian, 1 Swiss and 3 Metis stepchildren.
The population of the village was 201 in 1911 and 395 by 1951:in 1966, Montmartre's population was 566.
According to the 2011 Census of Canada, the population of Montmartre and its municipal area is 476. This represents an increase of 15.3% from 2006 when the population was 413. There are a total of 218 private dwellings within Montmartre and its surroundings. The village has a population density of 0.3 per square kilometer in a land area of 1,047.83 square kilometers.
Montmartre has a median age population of 50.2 with 83% over the age of 15 years. Within Montmartre, males represent 47% of the population while females account for 53%.
In Montmartre, the majority of the population are married or living with a common law partner. This group makes up 50% of the population. Married and not separated account for 44% of the population. Single residents account for 14% of the population and separated, divorced and widowed individuals make up 19% of the population.
There are 130 families in Montmartre, resulting in a total of 110 children from 0–25 years old. According to the 2011 Census of Canada, the average number of children still at home is 0.9.",23500,train-0-23500.jpg,23500
en,https://en.wikipedia.org/wiki/Health_care_in_France,https://upload.wikimedia.org/wikipedia/commons/6/6f/Total_health_expenditure_as_a_Percentage_of_GDP_%282005-2008%29.JPG,Health care in France,Spending,Health care in France / Spending,Total health spending as a percentage of GDP for France compared amongst various other first world nations from 2005 to 2008,"English: This image depicts total health expenditure as a percentage of GDP from 2005 to 2008 for France, Germany, Hungary, Ireland, Italy, Netherlands, and the United Kingdom. An 'OECD Health Data 2010' report is used for the information, which is available here.",,image/jpeg,376,566,FALSE,TRUE,TRUE,"The French health care system is one of universal health care largely financed by government national health insurance. In its 2000 assessment of world health care systems, the World Health Organization found that France provided the ""best overall health care"" in the world. In 2017, France spent 11.3% of GDP on health care, or US$5,370 per capita, a figure higher than the average spent by rich countries, though similar to Germany and Canada, but much less than in the US. Approximately 77% of health expenditures are covered by government funded agencies.
Most general physicians are in private practice but draw their income from the public insurance funds. These funds, unlike their German counterparts, have never gained self-management responsibility. Instead, the government has taken responsibility for the financial and operational management of health insurance. The French government generally refunds patients 70% of most health care costs, and 100% in case of costly or long-term ailments. Supplemental coverage may be bought from private insurers, most of them nonprofit, mutual insurers.","The French healthcare system was named by the World Health Organization in 2008 as the best performing system in the world in terms of availability and organization of health care providers . It is a universal health care system. It features a mix of public and private services, relatively high expenditure, high patient success rates and low mortality rates, and high consumer satisfaction. Its aims are to combine low cost with flexibility of patient choice as well as doctors' autonomy. While 99.9% of the French population is covered, the rising cost of the system has been a source of concern, as has the lack of emergency service in some areas. In 2004, the system underwent a number of reforms, including introduction of the Carte Vitale smart card system, improved treatment of patients with rare diseases, and efforts aimed at reducing medical fraud. While private medical care exists in France, the 75% of doctors who are in the national program provide care free to the patient, with costs being reimbursed from government funds. Like most countries, France faces problems of rising costs of prescription medication, increasing unemployment, and a large aging population.
Expenses related to the healthcare system in France represented 10.5% of the country's GDP and 15.4% of its public expenditures.  In 2004, 78.4% of these expenses were paid for by the state.  By 2015 the cost had risen to 11.5% of GDP - the third highest in Europe.
In a sample of 13 developed countries France was first in its population weighted usage of medication in 14 classes in both 2009 and 2013. The drugs studied were selected on the basis that the conditions treated had high incidence, prevalence and/or mortality, caused significant long-term morbidity and incurred high levels of expenditure and significant developments in prevention or treatment had been made in the last 10 years. The study noted considerable difficulties in cross border comparison of medication use.",24427,train-0-24427.JPG,24427
en,https://en.wikipedia.org/wiki/Capital_gains_tax_in_the_United_States,https://upload.wikimedia.org/wikipedia/commons/4/4a/Top_Capital_Gains_Tax_Rates_and_Economic_Growth_1950-2011.jpg,Capital gains tax in the United States,Measuring the effect on the economy,Capital gains tax in the United States / Effects / Measuring the effect on the economy,Top tax rates on long-term capital gains and real economic growth (measured as the percentage change in real GDP) from 1950 to 2011. Burman found low correlation (0.12) between low capital gains taxes and economic growth.[44],English: Top tax rates on long-term capital gains and real economic growth (measured as the percentage change in real GDP) from 1950 to 2011. There is no apparent relationship (correlation = .12) between low capital gains taxes and high economic growth or vice versa.,,image/jpeg,448,663,FALSE,TRUE,TRUE,"In the United States of America, individuals and corporations pay U.S. federal income tax on the net total of all their capital gains. The tax rate depends on both the investor's tax bracket and the amount of time the investment was held. Short-term capital gains are taxed at the investor's ordinary income tax rate and are defined as investments held for a year or less before being sold. Long-term capital gains, on dispositions of assets held for more than one year, are taxed at a lower rate.","Supporters of cuts in capital gains tax rates may argue that the current rate is on the falling side of the Laffer curve (past a point of diminishing returns) — that it is so high that its disincentive effect is dominant, and thus that a rate cut would ""pay for itself."" Opponents of cutting the capital gains tax rate argue the correlation between top tax rate and total economic growth is inconclusive.
Mark LaRochelle wrote on the conservative website Human Events that cutting the capital gains rate increases employment. He presented a U.S. Treasury chart to assert that ""in general, capital gains taxes and GDP have an inverse relationship: when the rate goes up, the economy goes down"". He also cited statistical correlation based on tax rate changes during the presidencies of George W. Bush, Bill Clinton, and Ronald Reagan.
However, comparing capital gains tax rates and economic growth in America from 1950 to 2011, Brookings Institution economist Leonard Burman found ""no statistically significant correlation between the two"", even after using ""lag times of five years."" Burman's data are shown in the chart at right.
Economist Thomas L. Hungerford of the liberal Economic Policy Institute found ""little or even a negative"" correlation between capital gains tax reduction and rates of saving and investment, writing: ""Saving rates have fallen over the past 30 years while the capital gains tax rate has fallen from 28% in 1987 to 15% today .... This suggests that changing capital gains tax rates have had little effect on private saving"".",24650,train-0-24650.jpg,24650
en,"https://en.wikipedia.org/wiki/Stainton,_South_Lakeland",https://upload.wikimedia.org/wikipedia/commons/0/0b/Amount_of_Households_in_Stainton_Between_1881_and_2011.jpg,"Stainton, South Lakeland",Households,"Stainton, South Lakeland / Households","Total number of households in the parish of Stainton, South Lakeland between the years of 1881 and 2011 received from census data","English: Total amount of households in the parish of Stainton, South Lakeland between the years of 1881 and 2011 received from census data",,image/jpeg,391,539,FALSE,TRUE,FALSE,"Stainton is a village and a civil parish in the South Lakeland district, in the county of Cumbria, England, situated near the village of Sedgwick and the town of Kendal. It is near the main A590 road. Killington reservoir runs alongside the parish of Stainton.
In the 19th century John Bartholomew described Stainton using this quote.
""Stainton, township and vil., Heversham par., Westmorland, in S. of co.- township, 1735 ac., pop. 388; vil., 4 miles S. of Kendal; P.O.""","In the year 1881 the number of households in the parish of Stainton was 78. The graph took slight decrease up until 1931 where after this the number of households increased and in 2011 it stood at 128.
  
As you can see the first half of the household graph up until the year 1931 is similar to the population trend with a slight decrease in both. This would be expected as a decrease in population would cause a decrease in households. However, after 1931 households increased whereas the population stayed steady. This may be due to people buying second homes or housing for single people.
HOUSEHOLD TYPES
These two graphs show the number of people who live in each household in Stainton and also the type of households that dominate the parish of Stainton. The graph on the left concentrates on the number of people who occupy households in the parish. As the data shows two person households dominate the parish with 46.75% (56) houses. Owing to this dataset it could potentially mean that the houses are occupied by married couples without dependent children or even retired couples who have chosen to live in the parish. The graph also shows that there are not many houses occupied by larger families as only eight houses have five people or more in them. These few houses could be families who have dependent children, although it does not seem that there are many households of this composition so it may not entice families looking to move to live in the Stainton.
The pie chart on the right shows the type of households which are in the Parish. The majority of the homes are detached or bungalows, followed by semi-detached homes. Due to over half of the homes being detached it shows that it is unlikely that there is a street lined with houses along them. These homes may be occupied my small families, married couples or retired workers.",25679,train-0-25679.jpg,25679
en,https://en.wikipedia.org/wiki/Demography_of_the_United_Kingdom,https://upload.wikimedia.org/wikipedia/commons/2/21/UK_Religion_2011_Census.png,Demography of the United Kingdom,Religion,Demography of the United Kingdom / Religion,This chart shows the proportion of UK citizens responses with regards to their religion at the 2011 census.,English: This chart shows the proportion of UK citizens responses with regards to their religion at the 2011 census.,,image/png,1030,1048,FALSE,TRUE,TRUE,"In the 2011 UK Census, the total population of the United Kingdom was about 63,182,000. It is the 21st most populated country in the world. Its population density is 259 people per square kilometre, with England having significantly greater density than Wales, Scotland, and Northern Ireland. Almost a third of the people lives in England's southeast, which is predominantly urban and suburban, with about 9,000,000 in the capital city, London, whose population density is just over 5,200 per square kilometre.
The population of the United Kingdom has undergone demographic transition—that is, the transition from a pre-industrial population, with high birth and mortality rates and slow population growth, through a stage of falling mortality and faster rates of population growth, to a stage of low birth and mortality rates with, again, lower rates of growth. This growth through 'natural change' has been accompanied in the past two decades by growth through net migration into the United Kingdom, which since 1999 has exceeded natural change.","The traditional religion in the United Kingdom is Christianity. In England the established church is the Church of England (Anglican). In Scotland, the Church of Scotland (a Presbyterian Church) is regarded as the 'national church' but there is not an established church.
In Wales there is no established church, with the Church in Wales having been disestablished in 1920. Likewise, in Ireland, the Church of Ireland was disestablished in 1871. In Northern Ireland and similarly in parts of Scotland, there is a degree of sectarian divide between Roman Catholic and Protestant communities.
The table below shows data regarding religion for the 2001 and 2011 censuses:
In the 2011 Census, rather than select one of the specified religions offered on the Census form, many people chose to write in their own religion. Some of these religions were reassigned to one of the main religions offered. In England and Wales, 241,000 people belonged to religious groups which did not fall into any of the main religions. The largest of these were Pagans (57,000) and Spiritualists (39,000). The census also recorded 177,000 people stating their religion as Jedi Knight. These returns were classified as ""No religion"", along with Atheist, Agnostic, Heathen and those who ticked ""Other"" but did not write in any religion.
In 2012 the British Social Attitudes Survey found the highest number to be non-religious (48%) followed by Christians (46%) with another six percent identifying otherwise. Discrepancies found between surveys may be the result of differences in phrasing, question order, and data collection method.",25923,train-0-25923.png,25923
en,https://en.wikipedia.org/wiki/2014_Ontario_general_election,https://upload.wikimedia.org/wikipedia/commons/a/a7/Polling_during_the_2014_Ontario_election_campaign.png,2014 Ontario general election,General opinion polls,2014 Ontario general election / Opinion polls / General opinion polls,Evolution of voting intentions during the 2014 Ontario general election campaign. Dots represent results of individual polls. Lines connect successive polls by the same polling firm. Dashes on June 12 represent election results.,English: Evolution of voting intentions during the 2014 Ontario general election campaign. Dots represent results of individual polls. Lines connect successive polls by the same polling firm. Dashes on June 12 represent election results.,,image/png,677,962,FALSE,TRUE,TRUE,"The 2014 Ontario general election was held on June 12, 2014, to elect the members of the 41st Parliament of Ontario. The Liberal Party won a majority of seats in the legislature, allowing its leader, Kathleen Wynne, to continue as premier, moving from a minority to majority government. This was the Liberals' fourth consecutive win since 2003 and an improvement from their performance in the 2011 election. The Progressive Conservatives under Tim Hudak were returned to the official opposition; following the election loss, Hudak announced his resignation as Progressive Conservative leader. The New Democratic Party under Andrea Horwath remained in third place, albeit with an improved share of the popular vote.
The election was called on May 2, 2014, by Lieutenant Governor David Onley, upon the recommendation of Wynne following the announcement that the NDP, whose support was critical to the survival of the Liberal's minority government in the Legislative Assembly, would vote against the Liberals' proposed budget.
With the election, Wynne became the first gay woman to lead her party to a majority victory in an Ontario general election.","Innovative Research states, for Province Wide Online Survey, ""Margin of error not applicable, online samples not random.""
Data shown above for campaign-period polls are top-line results, typically among all eligible voters. However, certain pollsters additionally report results among ""likely voters"" in an effort to better predict the actual outcome of the election. When available, these alternative results are shown in the following table:",25953,train-0-25953.png,25953
en,https://en.wikipedia.org/wiki/Corporate_tax_in_the_United_States,https://upload.wikimedia.org/wikipedia/commons/3/3e/US_Effective_Corporate_Tax_Rate_1947-2011_v2.jpg,Corporate tax in the United States,History,Corporate tax in the United States / History,The U.S. federal effective corporate tax rate has become much lower than the nominal rate because of tax shelters such as tax havens.,"English: U.S. effective corporate tax rates, 1947–2012",,image/jpeg,452,764,FALSE,TRUE,FALSE,"Corporate tax is imposed in the United States at the federal, most state, and some local levels on the income of entities treated for tax purposes as corporations. Since January 1, 2018, the nominal federal corporate tax rate in the United States of America is a flat 21% due to the passage of the Tax Cuts and Jobs Act of 2017. State and local taxes and rules vary by jurisdiction, though many are based on federal concepts and definitions. Taxable income may differ from book income both as to timing of income and tax deductions and as to what is taxable. The corporate Alternative Minimum Tax was also eliminated by the 2017 reform, but some states have alternative taxes. Like individuals, corporations must file tax returns every year. They must make quarterly estimated tax payments. Groups of corporations controlled by the same owners may file a consolidated return.
Some corporate transactions are not taxable. These include most formations and some types of mergers, acquisitions, and liquidations. Shareholders of a corporation are taxed on dividends distributed by the corporation.","The first federal income tax was enacted in 1861, and expired in 1872, amid constitutional challenges. A corporate income tax was enacted in 1894, but a key aspect of it was shortly held unconstitutional. In 1909, Congress enacted an excise tax on corporations based on income. After ratification of the Sixteenth amendment to the U.S. Constitution, this became the corporate provisions of the federal income tax.  Amendments to various provisions affecting corporations have been in most or all revenue acts since. Corporate tax provisions are incorporated in Title 26 of the United States Code, known as the Internal Revenue Code.  The present rate of tax on corporate income was adopted in the Tax Reform Act of 1986.
In 2010, corporate tax revenue constituted about 9% of all federal revenues or 1.3% of GDP.
The corporate income tax raised $230.2 billion in fiscal 2019 which accounted for 6.6 percent of total federal revenue and had seen a change from 9 percent in 2017.",27950,train-0-27950.jpg,27950
en,https://simple.wikipedia.org/wiki/Maine_Road,https://upload.wikimedia.org/wikipedia/commons/0/0a/Maineroadgraph.png,Maine Road,Early years,Maine Road / Early years,Progressive capacity and attendances for Manchester City matches at Maine Road,"Graph of attendances for Manchester City matches at Maine Road, source data from Gary James ""Manchester City: The Complete Record"" and mcfcstats.com. Capacity values are at season end, the values where highest attendance exceeds capacity are due to changes in capacity mid-season, and are not anomalous. Averages include League matches only.",,image/png,601,977,FALSE,TRUE,FALSE,"Maine Road was a large football stadium in Moss Side, Manchester, England. It was home to Manchester City F.C. from when it was built in 1923 until 2003. It takes its name from the street it was built on which also had a remarkable history. The street was first known as Dog Kennel Lane. It formed part of an ancient route south of Manchester.
When first opened, the stadium was the largest club ground in England and the second largest in the country after Wembley Stadium. Maine Road's record attendance was set in 1934, when 84,569 people attended an FA Cup tie between Manchester City and Stoke City. It is the record for an English club ground. The following February the stadium recorded the highest Football League attendance. This stood at 79,491 for a game against Arsenal. The record has since been beaten for the League, but it is still Manchester City's largest League crowd. The design of the ground changed several times over its 80-year history. Before it closed, Maine Road was an all-seater stadium, with a capacity of 35,150.
The 2002-03 season was Manchester City's last at Maine Road. The last match was played on 11 May 2003.","The first match at Maine Road took place on 25 August 1923, and saw 58,159 fans watch the home side beat Sheffield United 2-1.

The first changes to the ground took place in 1931, when the corner between the Main Stand and the Platt Lane end at the south of the ground was rebuilt to incorporate a roof. The highest attendance at an English football game of any type at a club ground was at Maine Road on the March 3, 1934, when Manchester City played Stoke City in front of 84,569 fans in the 6th round of the FA Cup. Changes at the Platt Lane end took place in 1935, extending the terracing and providing a roof for the full stand. This marked the peak capacity of the ground, estimated at around 88,000. Further changes were planned, but were suspended when Manchester City were relegated from Division One in 1938, and abandoned when World War II broke out. 
The stadium was shared by Manchester United for a period after the Second World War, since Manchester United's Old Trafford ground had been partially destroyed during the Manchester Blitz. United paid City £5,000 per season, plus a share of gate receipts. The highest attendance for a League game at Maine Road occurred during this period, when 83,260 people watched Manchester United play Arsenal on January 17, 1948. This figure is a national record for a League game.
Floodlights were installed in 1953, and in 1957, prompted by the hosting of two FA Cup semi-finals in successive years, the side facing the Main Stand (which until that time was generally known as the Popular Side) was redeveloped and named The Kippax Stand after a nearby street. Over the course of the 1960s and 1970s, the Kippax became the part of the ground where the club's most vociferous fans congregated. In 1963, benches were installed at the Platt Lane end, meaning that Maine Road had more seats than any other English club ground of the time. The next major redevelopment came in the 1970s, with the construction of the North Stand, a cantilevered stand which remained in place until the closure of Maine Road. The 1980s saw ambitious plans for improvements: however, these plans were shelved due to financial pressures after the Main Stand roof had been replaced at a cost of £1 million.",28828,train-0-28828.png,28828
